stamp_sec,cross_track_error,heading_error,steering_command,steering_oscillation,commanded_speed,curvature,control_latency_ms,lookahead_distance,target_x,target_y,path_pose_count
1782712907.194996,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.0735139992684708,0.8,0.0,0.0,5
1782712907.2958481,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.16675799997756258,0.8,0.0,0.0,5
1782712907.394099,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08082900058070663,0.8,0.0,0.0,5
1782712907.4945927,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07055100013531046,0.8,0.0,0.0,5
1782712907.5943508,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.06998099979682593,0.8,0.0,0.0,5
1782712907.6937816,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.057169999308825936,0.8,0.0,0.0,5
1782712907.795126,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08997999975690618,0.8,0.0,0.0,5
1782712907.8952377,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.10566699984337902,0.8,0.0,0.0,5
1782712907.9949985,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.09279300047637662,0.8,0.0,0.0,5
1782712908.095375,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.1143059998867102,0.8,0.0,0.0,5
1782712908.1944306,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.06768300045223441,0.8,0.0,0.0,5
1782712908.2944474,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.06889300038892543,0.8,0.0,0.0,5
1782712908.3951411,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.22463799996330636,0.8,0.0,0.0,5
1782712908.494643,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07936099973449018,0.8,0.0,0.0,5
1782712908.5943086,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.0669940000079805,0.8,0.0,0.0,5
1782712908.6944554,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07918400024209404,0.8,0.0,0.0,5
1782712908.794602,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.14860500050417613,0.8,0.0,0.0,5
1782712908.894434,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08046599941735622,0.8,0.0,0.0,5
1782712908.9948044,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08938300015870482,0.8,0.0,0.0,5
1782712909.0946436,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08851700022205478,0.8,0.0,0.0,5
1782712909.1937718,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.05960599992249627,0.8,0.0,0.0,5
1782712909.2943301,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07416999960696558,0.8,0.0,0.0,5
1782712909.3950393,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.1257639996765647,0.8,0.0,0.0,5
1782712909.494734,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08743399939703522,0.8,0.0,0.0,5
1782712909.5954707,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.10860499969567172,0.8,0.0,0.0,5
1782712909.6948416,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07282800015673274,0.8,0.0,0.0,5
